listing_id,unit_id,project_id,project_name,university,distance_to_campus_m,facility_count,agent_id,floor,size_sqm,room_type,view,furnished,week_listed,date_listed,season_listed,asking_rent,first_asking_rent,weeks_on_market,n_viewings,leased,week_leased,tenant_segment,lease_months
LS005555,U060047,6,Kave Ava,ม.ธรรมศาสตร์,50,30,AG02,3,21.1,studio,standard,False,46,2023-11-21,normal,9570.0,10070.0,4,9,True,50,year2_3,6
LS000938,U040685,4,Kave Town Colony,ม.กรุงเทพ,300,40,AG01,1,25.4,studio,city,False,0,2023-01-03,normal,10940.0,10940.0,3,4,True,3,year1,12
LS021681,U061244,6,Kave Ava,ม.ธรรมศาสตร์,50,30,AG03,8,33.3,1BR,standard,True,142,2025-09-23,normal,12270.0,12270.0,0,6,True,142,year4,6
LS002861,U050325,5,Kave TU,ม.ธรรมศาสตร์,50,25,AG04,3,34.8,1BR,standard,True,19,2023-05-16,peak,13170.0,13170.0,1,5,True,20,year2_3,12
LS000656,U030812,3,Kave Town Island,ม.กรุงเทพ,300,45,AG01,8,34.0,1BR,standard,True,0,2023-01-03,peak,11010.0,12980.0,18,5,True,18,year2_3,12
LS022441,U070849,7,Kave Wonderland,ม.ธรรมศาสตร์,250,45,AG03,6,35.0,1BR,pool,True,146,2025-10-21,shoulder,16040.0,16040.0,1,5,True,147,year2_3,12
LS007136,U100086,10,Kave Seed Kaset,ม.เกษตรศาสตร์,4600,25,AG06,3,23.8,studio,pool,True,52,2024-01-02,peak,7710.0,8930.0,26,5,True,78,year1,6
LS018742,U011015,1,Kave Town Space,ม.กรุงเทพ,200,30,AG01,3,29.4,1BR,standard,True,120,2025-04-22,peak,10940.0,10940.0,2,4,True,122,year1,12
LS026494,U060976,6,Kave Ava,ม.ธรรมศาสตร์,50,30,AG01,2,21.8,studio,standard,True,160,2026-01-27,normal,10040.0,10040.0,0,4,True,160,year2_3,6
LS028850,U070818,7,Kave Wonderland,ม.ธรรมศาสตร์,250,45,AG02,6,25.5,studio,pool,True,172,2026-04-21,off,10370.0,10370.0,1,3,True,173,year4,12
LS011755,U011055,1,Kave Town Space,ม.กรุงเทพ,200,30,AG06,1,23.1,studio,city,True,86,2024-08-27,shoulder,9390.0,9880.0,7,10,True,93,year2_3,12
LS009896,U000454,0,Kave Condo,ม.กรุงเทพ,100,20,AG01,1,32.3,1BR,standard,True,68,2024-04-23,peak,11300.0,11300.0,2,4,True,70,year2_3,12
LS018269,U030316,3,Kave Town Island,ม.กรุงเทพ,300,45,AG04,1,28.7,1BR,city,True,118,2025-04-08,off,11420.0,11420.0,1,3,True,119,year1,12
LS011047,U040656,4,Kave Town Colony,ม.กรุงเทพ,300,40,AG04,1,41.6,1BR Plus,standard,False,77,2024-06-25,peak,14900.0,14900.0,0,5,True,77,year1,6
LS021493,U090063,9,Kave Embryo,ม.ราชมงคลธัญบุรี,250,30,AG06,5,25.4,studio,standard,True,141,2025-09-16,shoulder,8860.0,9330.0,7,4,True,148,year1,12
LS022764,U090480,9,Kave Embryo,ม.ราชมงคลธัญบุรี,250,30,AG06,6,29.4,1BR,standard,True,147,2025-10-28,shoulder,11400.0,12000.0,4,6,True,151,firstjob,6
LS014057,U030897,3,Kave Town Island,ม.กรุงเทพ,300,45,AG05,5,22.4,studio,standard,True,102,2024-12-17,normal,10190.0,10190.0,1,3,True,103,year1,12
LS027377,U040678,4,Kave Town Colony,ม.กรุงเทพ,300,40,AG02,5,21.1,studio,standard,False,167,2026-03-17,peak,8460.0,8900.0,7,5,True,174,firstjob,6
LS012194-B,U040324,4,Kave Town Colony,ม.กรุงเทพ,300,40,AG06,2,25.8,studio,standard,True,90,2024-09-24,normal,9460.0,9390.0,0,4,True,90,year4,6
LS025728,U180049,18,Kave Playground,ร.ร.บดินทรเดชา,150,60,AG01,4,33.0,1BR,standard,False,156,2025-12-30,peak,11420.0,13460.0,23,3,True,179,year2_3,12
LS003912,U040364,4,Kave Town Colony,ม.กรุงเทพ,300,40,AG02,6,20.7,studio,standard,False,31,2023-08-08,shoulder,9730.0,10690.0,13,13,True,44,year2_3,6
LS018331,U040512,4,Kave Town Colony,ม.กรุงเทพ,300,40,AG05,3,29.7,1BR,city,True,118,2025-04-08,peak,11460.0,12060.0,4,3,True,122,year2_3,12
LS016016,U120001,12,Kave Coco Bangsaen,ม.บูรพา,500,50,AG01,3,22.5,studio,city,True,104,2024-12-31,off,8730.0,10300.0,14,3,True,118,year1,12
LS015424,U071089,7,Kave Wonderland,ม.ธรรมศาสตร์,250,45,AG01,7,21.6,studio,standard,True,104,2024-12-31,normal,10200.0,10200.0,0,3,True,104,year2_3,12
LS029412,U120477,12,Kave Coco Bangsaen,ม.บูรพา,500,50,AG04,7,28.1,1BR,city,True,174,2026-05-05,peak,15400.0,15400.0,2,5,True,176,year2_3,6
LS009235,U010623,1,Kave Town Space,ม.กรุงเทพ,200,30,AG04,5,24.9,studio,standard,True,63,2024-03-19,peak,8260.0,8700.0,7,5,True,70,year1,6
LS004874,U030434,3,Kave Town Island,ม.กรุงเทพ,300,45,AG03,7,23.6,studio,standard,True,41,2023-10-17,shoulder,11350.0,11350.0,0,4,True,41,year1,6
LS023075,U150020,15,Kave Genesis Nakhon Pathom,ม.ศิลปากร,400,30,AG05,2,34.1,1BR,standard,False,148,2025-11-04,shoulder,10530.0,12410.0,34,8,False,,,
LS008305,U150409,15,Kave Genesis Nakhon Pathom,ม.ศิลปากร,400,30,AG02,7,32.6,1BR,standard,True,52,2024-01-02,peak,9860.0,11620.0,28,4,True,80,year1,6
LS023950,U031522,3,Kave Town Island,ม.กรุงเทพ,300,45,AG05,7,25.7,studio,city,False,154,2025-12-16,normal,11690.0,11690.0,0,3,True,154,year1,12
LS020195,U110243,11,Kave Uni.Verse Bangsaen,ม.บูรพา,200,26,AG01,8,29.1,1BR,standard,True,128,2025-06-17,shoulder,12030.0,14180.0,22,8,True,150,year1,6
LS028719,U031497,3,Kave Town Island,ม.กรุงเทพ,300,45,AG02,7,25.3,studio,standard,False,172,2026-04-21,peak,9380.0,9380.0,3,4,True,175,year2_3,12
LS024783,U080500,8,Kave Carnival,ม.รังสิต,400,40,AG04,6,21.1,studio,standard,True,156,2025-12-30,normal,10370.0,10370.0,3,3,True,159,year1,6
LS004912,U050665,5,Kave TU,ม.ธรรมศาสตร์,50,25,AG04,5,32.4,1BR,standard,True,41,2023-10-17,shoulder,12490.0,12490.0,0,4,True,41,year4,12
LS028385,U040315,4,Kave Town Colony,ม.กรุงเทพ,300,40,AG05,7,41.9,1BR Plus,standard,False,171,2026-04-14,off,13630.0,15110.0,11,30,False,,,
LS005402,U030275,3,Kave Town Island,ม.กรุงเทพ,300,45,AG01,3,34.3,1BR,standard,True,45,2023-11-14,shoulder,14570.0,14570.0,0,3,True,45,year1,6
LS007437,U100387,10,Kave Seed Kaset,ม.เกษตรศาสตร์,4600,25,AG05,3,21.0,studio,standard,False,52,2024-01-02,shoulder,6930.0,8170.0,46,6,True,98,year2_3,12
LS014133,U150093,15,Kave Genesis Nakhon Pathom,ม.ศิลปากร,400,30,AG01,6,34.3,1BR,standard,True,102,2024-12-17,normal,11790.0,11790.0,3,4,True,105,firstjob,12
LS010790,U031504,3,Kave Town Island,ม.กรุงเทพ,300,45,AG01,4,22.3,studio,standard,True,75,2024-06-11,peak,11700.0,11700.0,0,4,True,75,year2_3,6
LS002884,U000343,0,Kave Condo,ม.กรุงเทพ,100,20,AG04,6,24.6,studio,standard,False,20,2023-05-23,peak,9590.0,10090.0,7,10,True,27,year1,6
LS000595,U030555,3,Kave Town Island,ม.กรุงเทพ,300,45,AG06,6,22.8,studio,standard,True,0,2023-01-03,normal,10130.0,10130.0,2,3,True,2,year2_3,12
LS014788,U070453,7,Kave Wonderland,ม.ธรรมศาสตร์,250,45,AG01,4,41.2,1BR Plus,standard,True,104,2024-12-31,peak,14570.0,17030.0,18,3,True,122,year1,6
LS025345,U160182,16,KAVE Luminous Bangmod,มจธ.บางมด,600,23,AG06,3,38.2,1BR Plus,city,True,156,2025-12-30,peak,12060.0,14220.0,21,3,True,177,year4,6
LS026709,U070050,7,Kave Wonderland,ม.ธรรมศาสตร์,250,45,AG04,4,23.3,studio,city,True,162,2026-02-10,off,9770.0,9770.0,3,7,True,165,year2_3,12
LS008422,U150526,15,Kave Genesis Nakhon Pathom,ม.ศิลปากร,400,30,AG02,6,20.7,studio,standard,True,52,2024-01-02,normal,8680.0,8680.0,1,3,True,53,year1,6
LS010107,U040090,4,Kave Town Colony,ม.กรุงเทพ,300,40,AG06,7,25.5,studio,standard,True,69,2024-04-30,peak,9490.0,9490.0,1,4,True,70,year1,12
LS000518,U030107,3,Kave Town Island,ม.กรุงเทพ,300,45,AG03,8,23.5,studio,city,True,0,2023-01-03,normal,10410.0,10410.0,2,4,True,2,firstjob,6
LS019212,U040525,4,Kave Town Colony,ม.กรุงเทพ,300,40,AG03,6,27.4,1BR,city,False,122,2025-05-06,peak,15510.0,15510.0,1,5,True,123,firstjob,12
LS003378,U061181,6,Kave Ava,ม.ธรรมศาสตร์,50,30,AG06,7,29.2,1BR,standard,True,25,2023-06-27,peak,14900.0,14900.0,1,8,True,26,firstjob,12
LS004077,U010148,1,Kave Town Space,ม.กรุงเทพ,200,30,AG02,1,23.0,studio,standard,True,33,2023-08-22,normal,9100.0,9100.0,3,3,True,36,year1,6
LS020400,U070587,7,Kave Wonderland,ม.ธรรมศาสตร์,250,45,AG03,3,22.4,studio,pool,True,130,2025-07-01,peak,12380.0,12380.0,0,10,True,130,year4,12
LS001164,U050824,5,Kave TU,ม.ธรรมศาสตร์,50,25,AG04,3,22.2,studio,city,True,0,2023-01-03,off,8280.0,9760.0,14,7,True,14,year4,12
LS001855,U061153,6,Kave Ava,ม.ธรรมศาสตร์,50,30,AG02,2,23.1,studio,standard,True,5,2023-02-07,off,8550.0,8550.0,2,3,True,7,year2_3,12
LS029509,U040328,4,Kave Town Colony,ม.กรุงเทพ,300,40,AG05,4,26.9,studio,city,True,175,2026-05-12,peak,13310.0,13310.0,0,3,True,175,year2_3,12
LS002865,U050756,5,Kave TU,ม.ธรรมศาสตร์,50,25,AG01,1,33.6,1BR,standard,True,19,2023-05-16,peak,15390.0,15390.0,1,4,True,20,year1,12
LS002507,U140002,14,Kave Mutant Salaya,ม.มหิดล,750,30,AG05,2,26.3,studio,city,True,14,2023-04-11,peak,9010.0,9480.0,5,6,True,19,year1,12
LS000148,U010213,1,Kave Town Space,ม.กรุงเทพ,200,30,AG05,4,23.9,studio,standard,True,0,2023-01-03,normal,10370.0,10370.0,2,4,True,2,year1,6
LS025094,U080811,8,Kave Carnival,ม.รังสิต,400,40,AG04,3,22.1,studio,pool,True,156,2025-12-30,peak,9250.0,10910.0,19,4,True,175,firstjob,12
LS011459,U031641,3,Kave Town Island,ม.กรุงเทพ,300,45,AG04,6,25.4,studio,city,True,82,2024-07-30,peak,12470.0,12470.0,0,4,True,82,firstjob,12
LS029030,U031511,3,Kave Town Island,ม.กรุงเทพ,300,45,AG06,1,43.6,1BR Plus,pool,True,173,2026-04-28,peak,14520.0,14520.0,1,4,True,174,year2_3,12
LS023716,U100219,10,Kave Seed Kaset,ม.เกษตรศาสตร์,4600,25,AG02,5,31.0,1BR,standard,True,152,2025-12-02,peak,7580.0,8930.0,23,6,True,175,year2_3,12
LS021376,U060670,6,Kave Ava,ม.ธรรมศาสตร์,50,30,AG01,5,22.5,studio,standard,True,140,2025-09-09,normal,10220.0,10220.0,1,5,True,141,year2_3,6
LS023048-B,U120375,12,Kave Coco Bangsaen,ม.บูรพา,500,50,AG02,7,27.8,1BR,pool,True,148,2025-11-04,shoulder,13400.0,13530.0,0,4,True,148,year1,6
LS016335,U120320,12,Kave Coco Bangsaen,ม.บูรพา,500,50,AG05,4,24.5,studio,standard,True,104,2024-12-31,normal,10860.0,10860.0,3,3,True,107,year1,6
LS009438-B,U030266,3,Kave Town Island,ม.กรุงเทพ,300,45,AG01,3,25.4,studio,standard,True,65,2024-04-02,off,9750.0,9440.0,0,3,True,65,year1,12
LS013798,U030197,3,Kave Town Island,ม.กรุงเทพ,300,45,AG01,5,30.1,1BR,standard,False,100,2024-12-03,peak,11050.0,13030.0,22,20,True,122,firstjob,12
LS000237,U010745,1,Kave Town Space,ม.กรุงเทพ,200,30,AG02,3,21.2,studio,standard,True,0,2023-01-03,normal,9140.0,9140.0,2,3,True,2,year4,6
LS026288,U140132,14,Kave Mutant Salaya,ม.มหิดล,750,30,AG05,2,24.5,studio,pool,False,157,2026-01-06,peak,9520.0,11060.0,18,4,True,175,year2_3,6
LS011559,U060519,6,Kave Ava,ม.ธรรมศาสตร์,50,30,AG03,3,23.5,studio,standard,False,83,2024-08-06,shoulder,9230.0,10230.0,11,18,True,94,year2_3,12
LS024187,U000150,0,Kave Condo,ม.กรุงเทพ,100,20,AG03,2,22.8,studio,standard,False,156,2025-12-30,normal,9720.0,9720.0,0,3,True,156,year1,12
LS004356,U011045,1,Kave Town Space,ม.กรุงเทพ,200,30,AG04,5,26.0,studio,standard,False,36,2023-09-12,shoulder,10150.0,10150.0,3,3,True,39,firstjob,12
LS029834,U030515,3,Kave Town Island,ม.กรุงเทพ,300,45,AG01,8,40.4,1BR Plus,city,True,177,2026-05-26,peak,19240.0,19240.0,0,12,True,177,year1,12
LS009918,U020022,2,Kave Town Shift,ม.กรุงเทพ,200,30,AG06,3,29.8,1BR,standard,True,68,2024-04-23,peak,11910.0,11910.0,3,3,True,71,firstjob,12
LS014400,U070065,7,Kave Wonderland,ม.ธรรมศาสตร์,250,45,AG06,6,31.5,1BR,city,True,104,2024-12-31,peak,10920.0,12870.0,20,4,True,124,year4,12
LS020178,U071123,7,Kave Wonderland,ม.ธรรมศาสตร์,250,45,AG02,1,25.9,studio,standard,True,128,2025-06-17,peak,10860.0,10860.0,0,5,True,128,year2_3,6
LS018186,U140258,14,Kave Mutant Salaya,ม.มหิดล,750,30,AG03,4,21.2,studio,standard,True,117,2025-04-01,off,8370.0,8810.0,4,3,True,121,year1,6
LS023948,U031327,3,Kave Town Island,ม.กรุงเทพ,300,45,AG02,1,25.0,studio,pool,False,154,2025-12-16,normal,10750.0,10750.0,2,4,True,156,year2_3,12
LS018723,U010142,1,Kave Town Space,ม.กรุงเทพ,200,30,AG05,4,24.0,studio,city,True,120,2025-04-22,peak,9240.0,9240.0,2,3,True,122,firstjob,6
LS008819,U040700,4,Kave Town Colony,ม.กรุงเทพ,300,40,AG03,2,24.1,studio,standard,True,57,2024-02-06,off,8240.0,9130.0,11,3,True,68,year4,12
LS025198,U160035,16,KAVE Luminous Bangmod,มจธ.บางมด,600,23,AG06,2,31.5,1BR,pool,True,156,2025-12-30,peak,11550.0,13460.0,21,3,True,177,year4,12
LS008494,U020615,2,Kave Town Shift,ม.กรุงเทพ,200,30,AG05,3,25.6,studio,city,True,53,2024-01-09,normal,9910.0,9910.0,3,4,True,56,year1,12
LS022343,U031592,3,Kave Town Island,ม.กรุงเทพ,300,45,AG03,3,34.1,1BR,city,True,146,2025-10-21,shoulder,13580.0,13580.0,0,3,True,146,year1,12
LS025829,U180150,18,Kave Playground,ร.ร.บดินทรเดชา,150,60,AG01,5,43.9,1BR Plus,standard,True,156,2025-12-30,normal,16770.0,16770.0,2,3,True,158,year1,12
LS017937,U010212,1,Kave Town Space,ม.กรุงเทพ,200,30,AG04,7,23.0,studio,standard,False,116,2025-03-25,off,8880.0,8880.0,1,3,True,117,year2_3,12
LS017034,U040111,4,Kave Town Colony,ม.กรุงเทพ,300,40,AG04,5,21.2,studio,pool,True,105,2025-01-07,normal,10040.0,10040.0,2,5,True,107,year1,12
LS018291,U030968,3,Kave Town Island,ม.กรุงเทพ,300,45,AG02,6,24.1,studio,standard,False,118,2025-04-08,peak,9530.0,9990.0,4,5,True,122,year2_3,6
LS003796,U010685,1,Kave Town Space,ม.กรุงเทพ,200,30,AG03,3,25.2,studio,standard,False,30,2023-08-01,normal,10870.0,11440.0,5,9,True,35,year1,6
LS019183,U030564,3,Kave Town Island,ม.กรุงเทพ,300,45,AG03,1,25.4,studio,pool,True,122,2025-05-06,peak,12760.0,12760.0,0,3,True,122,year4,12
LS023459,U010286,1,Kave Town Space,ม.กรุงเทพ,200,30,AG06,7,37.6,1BR Plus,city,True,151,2025-11-25,normal,13660.0,14380.0,4,7,True,155,firstjob,6
LS023100,U010850,1,Kave Town Space,ม.กรุงเทพ,200,30,AG04,3,25.3,studio,standard,True,149,2025-11-11,shoulder,9790.0,9790.0,0,3,True,149,year2_3,12
LS019662,U140384,14,Kave Mutant Salaya,ม.มหิดล,750,30,AG03,2,22.9,studio,standard,False,124,2025-05-20,peak,10020.0,10550.0,5,13,True,129,year2_3,12
LS002284,U060075,6,Kave Ava,ม.ธรรมศาสตร์,50,30,AG01,6,45.3,1BR Plus,city,True,11,2023-03-21,peak,15270.0,16070.0,7,8,True,18,firstjob,12
LS025387,U160224,16,KAVE Luminous Bangmod,มจธ.บางมด,600,23,AG01,6,30.7,1BR,city,True,156,2025-12-30,off,10250.0,12070.0,15,3,True,171,year2_3,12
LS011451,U021066,2,Kave Town Shift,ม.กรุงเทพ,200,30,AG05,4,26.3,studio,pool,True,82,2024-07-30,peak,11770.0,11770.0,0,4,True,82,year1,12
LS029329,U050352,5,Kave TU,ม.ธรรมศาสตร์,50,25,AG01,5,44.6,1BR Plus,standard,True,174,2026-05-05,peak,17630.0,17630.0,1,3,True,175,year1,6
LS021635,U040801,4,Kave Town Colony,ม.กรุงเทพ,300,40,AG02,8,23.4,studio,standard,True,142,2025-09-23,shoulder,10570.0,10570.0,3,8,True,145,firstjob,12
LS004879,U030796,3,Kave Town Island,ม.กรุงเทพ,300,45,AG06,2,22.3,studio,city,True,41,2023-10-17,shoulder,11630.0,11630.0,0,5,True,41,year2_3,12
LS013389,U010086,1,Kave Town Space,ม.กรุงเทพ,200,30,AG01,1,30.2,1BR,standard,True,98,2024-11-19,normal,11880.0,13170.0,8,8,True,106,year2_3,12
LS005613,U030458,3,Kave Town Island,ม.กรุงเทพ,300,45,AG01,2,34.0,1BR,standard,True,47,2023-11-28,normal,14090.0,14090.0,2,7,True,49,year1,12
LS008385,U150489,15,Kave Genesis Nakhon Pathom,ม.ศิลปากร,400,30,AG02,4,28.5,1BR,standard,True,52,2024-01-02,off,10480.0,11030.0,6,3,True,58,firstjob,6
LS008981,U050227,5,Kave TU,ม.ธรรมศาสตร์,50,25,AG02,3,40.5,1BR Plus,standard,True,59,2024-02-20,off,12640.0,12640.0,0,3,True,59,year1,12
LS028327,U020986,2,Kave Town Shift,ม.กรุงเทพ,200,30,AG03,2,25.9,studio,standard,True,171,2026-04-14,peak,8610.0,9060.0,4,5,True,175,year4,12
LS019187,U030660,3,Kave Town Island,ม.กรุงเทพ,300,45,AG06,8,26.7,studio,standard,False,122,2025-05-06,peak,10540.0,11090.0,4,23,True,126,year2_3,6
LS019889,U050797,5,Kave TU,ม.ธรรมศาสตร์,50,25,AG02,6,25.3,studio,standard,True,126,2025-06-03,peak,10730.0,10730.0,0,4,True,126,year2_3,6
LS012256,U150470,15,Kave Genesis Nakhon Pathom,ม.ศิลปากร,400,30,AG06,5,20.6,studio,standard,True,90,2024-09-24,shoulder,8700.0,8700.0,1,3,True,91,year1,12
LS022956,U060168,6,Kave Ava,ม.ธรรมศาสตร์,50,30,AG01,4,25.8,studio,pool,False,148,2025-11-04,shoulder,12410.0,12410.0,0,4,True,148,year2_3,6
LS008569,U000309,0,Kave Condo,ม.กรุงเทพ,100,20,AG04,8,21.3,studio,standard,True,54,2024-01-16,normal,9690.0,9690.0,1,4,True,55,year2_3,6
LS003875,U000555,0,Kave Condo,ม.กรุงเทพ,100,20,AG03,7,33.1,1BR,city,True,31,2023-08-08,shoulder,11000.0,12190.0,12,8,True,43,firstjob,12
LS008993-B,U060361,6,Kave Ava,ม.ธรรมศาสตร์,50,30,AG04,3,33.9,1BR,city,True,59,2024-02-20,off,11770.0,12430.0,4,5,True,63,year1,12
LS019078,U090383,9,Kave Embryo,ม.ราชมงคลธัญบุรี,250,30,AG01,6,25.9,studio,standard,False,121,2025-04-29,normal,7880.0,9280.0,15,15,True,136,year4,6
LS025794,U180115,18,Kave Playground,ร.ร.บดินทรเดชา,150,60,AG04,2,22.3,studio,city,False,156,2025-12-30,peak,9410.0,11100.0,25,8,True,181,year1,12
LS002704,U031629,3,Kave Town Island,ม.กรุงเทพ,300,45,AG01,8,46.8,1BR Plus,standard,True,17,2023-05-02,peak,13840.0,13840.0,2,5,True,19,year2_3,12
LS016483-B,U120468,12,Kave Coco Bangsaen,ม.บูรพา,500,50,AG04,5,30.8,1BR,pool,True,104,2024-12-31,peak,11660.0,14020.0,23,3,True,127,year2_3,6
LS020882,U040857,4,Kave Town Colony,ม.กรุงเทพ,300,40,AG03,6,46.2,1BR Plus,pool,True,136,2025-08-12,normal,14150.0,14890.0,5,9,True,141,year1,12
LS005297,U040549,4,Kave Town Colony,ม.กรุงเทพ,300,40,AG04,4,35.2,1BR,standard,True,44,2023-11-07,shoulder,12720.0,12720.0,1,3,True,45,year2_3,12
LS015291,U070956,7,Kave Wonderland,ม.ธรรมศาสตร์,250,45,AG04,6,25.2,studio,pool,True,104,2024-12-31,peak,9810.0,11570.0,18,4,True,122,year1,12
LS019298,U100489,10,Kave Seed Kaset,ม.เกษตรศาสตร์,4600,25,AG03,4,25.9,studio,standard,True,122,2025-05-06,peak,8390.0,8390.0,1,3,True,123,year1,12
LS012832,U140310,14,Kave Mutant Salaya,ม.มหิดล,750,30,AG05,4,26.5,studio,pool,False,94,2024-10-22,shoulder,10870.0,10870.0,0,4,True,94,year2_3,6
LS009296,U050336,5,Kave TU,ม.ธรรมศาสตร์,50,25,AG04,1,28.0,1BR,city,True,63,2024-03-19,peak,10090.0,11180.0,8,3,True,71,year1,12
LS008480,U010021,1,Kave Town Space,ม.กรุงเทพ,200,30,AG04,5,21.3,studio,city,True,53,2024-01-09,normal,10340.0,10340.0,0,3,True,53,year2_3,12
LS008336,U150440,15,Kave Genesis Nakhon Pathom,ม.ศิลปากร,400,30,AG06,1,32.9,1BR,standard,True,52,2024-01-02,peak,9330.0,11000.0,21,3,True,73,year1,12
LS010513,U030769,3,Kave Town Island,ม.กรุงเทพ,300,45,AG06,1,21.3,studio,pool,True,73,2024-05-28,peak,12940.0,12940.0,0,3,True,73,year4,6
LS000532,U030190,3,Kave Town Island,ม.กรุงเทพ,300,45,AG06,1,23.5,studio,pool,False,0,2023-01-03,off,10830.0,11360.0,7,3,True,7,year1,12
LS012637,U010010,1,Kave Town Space,ม.กรุงเทพ,200,30,AG02,1,22.4,studio,standard,True,94,2024-10-22,shoulder,10140.0,10140.0,0,3,True,94,year2_3,6
LS013336,U060602,6,Kave Ava,ม.ธรรมศาสตร์,50,30,AG03,5,24.9,studio,standard,True,97,2024-11-12,shoulder,11220.0,11220.0,0,4,True,97,year2_3,6
LS022421,U070165,7,Kave Wonderland,ม.ธรรมศาสตร์,250,45,AG04,4,31.5,1BR,city,True,146,2025-10-21,shoulder,14550.0,14550.0,2,9,True,148,year1,6
LS016651-B,U120636,12,Kave Coco Bangsaen,ม.บูรพา,500,50,AG02,3,29.8,1BR,pool,True,104,2024-12-31,peak,12610.0,13990.0,21,3,True,125,year1,12
LS003600,U140441,14,Kave Mutant Salaya,ม.มหิดล,750,30,AG05,2,29.8,1BR,city,True,27,2023-07-11,peak,13450.0,13450.0,2,8,True,29,year2_3,12
LS020045,U100363,10,Kave Seed Kaset,ม.เกษตรศาสตร์,4600,25,AG03,6,22.6,studio,standard,False,127,2025-06-10,peak,8400.0,9740.0,55,16,False,,,
LS012277,U010464,1,Kave Town Space,ม.กรุงเทพ,200,30,AG02,3,27.6,1BR,standard,True,91,2024-10-01,shoulder,11970.0,11970.0,1,6,True,92,year1,12
LS030419,U060744,6,Kave Ava,ม.ธรรมศาสตร์,50,30,AG04,4,23.3,studio,standard,True,181,2026-06-23,peak,11670.0,11670.0,0,3,True,181,year1,6
LS029284-B,U020866,2,Kave Town Shift,ม.กรุงเทพ,200,30,AG04,6,21.4,studio,city,True,174,2026-05-05,peak,13310.0,13000.0,2,5,True,176,firstjob,12
LS013829,U050064,5,Kave TU,ม.ธรรมศาสตร์,50,25,AG02,4,33.2,1BR,standard,True,100,2024-12-03,normal,11720.0,11720.0,1,6,True,101,year1,6
LS015974,U110204,11,Kave Uni.Verse Bangsaen,ม.บูรพา,200,26,AG02,7,21.4,studio,city,False,104,2024-12-31,peak,8490.0,10010.0,20,3,True,124,year1,12
LS018389,U061134,6,Kave Ava,ม.ธรรมศาสตร์,50,30,AG01,8,36.7,1BR Plus,pool,False,118,2025-04-08,peak,13710.0,14430.0,4,3,True,122,year1,12
LS015375,U071040,7,Kave Wonderland,ม.ธรรมศาสตร์,250,45,AG02,3,46.5,1BR Plus,standard,True,104,2024-12-31,off,12920.0,15230.0,14,3,True,118,year2_3,12
LS025416,U160253,16,KAVE Luminous Bangmod,มจธ.บางมด,600,23,AG06,2,22.1,studio,standard,False,156,2025-12-30,normal,7880.0,9130.0,26,1,False,,,
LS023205,U090023,9,Kave Embryo,ม.ราชมงคลธัญบุรี,250,30,AG02,7,32.2,1BR,pool,True,149,2025-11-11,peak,10260.0,12110.0,25,7,True,174,year1,12
LS023182,U061062,6,Kave Ava,ม.ธรรมศาสตร์,50,30,AG01,1,30.4,1BR,city,True,149,2025-11-11,normal,13100.0,13790.0,7,12,True,156,year1,12
LS028642,U150199,15,Kave Genesis Nakhon Pathom,ม.ศิลปากร,400,30,AG03,6,20.7,studio,pool,False,171,2026-04-14,off,8710.0,9650.0,11,3,False,,,
LS020933,U010054,1,Kave Town Space,ม.กรุงเทพ,200,30,AG02,4,22.7,studio,city,True,137,2025-08-19,normal,9750.0,9750.0,0,4,True,137,year2_3,6
LS002925,U040505,4,Kave Town Colony,ม.กรุงเทพ,300,40,AG05,5,23.4,studio,pool,True,20,2023-05-23,peak,11970.0,11970.0,2,8,True,22,year2_3,12
LS019887,U050750,5,Kave TU,ม.ธรรมศาสตร์,50,25,AG03,3,22.4,studio,standard,False,126,2025-06-03,peak,11020.0,11020.0,1,6,True,127,year1,12
LS029641,U010245,1,Kave Town Space,ม.กรุงเทพ,200,30,AG01,8,29.1,1BR,city,True,176,2026-05-19,peak,15200.0,15200.0,3,11,True,179,year2_3,12
LS013102,U040334,4,Kave Town Colony,ม.กรุงเทพ,300,40,AG06,1,34.7,1BR,city,False,96,2024-11-05,off,12050.0,14210.0,16,13,True,112,year1,6
LS026121,U180442,18,Kave Playground,ร.ร.บดินทรเดชา,150,60,AG01,2,26.9,studio,city,True,156,2025-12-30,peak,10060.0,11850.0,22,6,True,178,year4,6
LS009998,U050968,5,Kave TU,ม.ธรรมศาสตร์,50,25,AG02,7,24.9,studio,pool,False,68,2024-04-23,peak,9580.0,9580.0,2,4,True,70,year1,12
LS006873,U090337,9,Kave Embryo,ม.ราชมงคลธัญบุรี,250,30,AG02,2,24.7,studio,standard,True,52,2024-01-02,peak,7570.0,8920.0,18,3,True,70,year1,6
LS022832,U150277,15,Kave Genesis Nakhon Pathom,ม.ศิลปากร,400,30,AG02,4,23.5,studio,standard,True,147,2025-10-28,normal,8800.0,9260.0,5,4,True,152,year2_3,12
LS022190,U060843,6,Kave Ava,ม.ธรรมศาสตร์,50,30,AG04,6,33.0,1BR,standard,True,145,2025-10-14,shoulder,13800.0,13800.0,1,4,True,146,year2_3,12
LS023562,U120549,12,Kave Coco Bangsaen,ม.บูรพา,500,50,AG05,5,21.1,studio,standard,True,151,2025-11-25,shoulder,11180.0,11180.0,0,3,True,151,year2_3,12
